,post_id,post_created,post_text,user_id,followers,friends,favourites,statuses,retweets,label
47,6.35533E+17,Sun Aug 23 19:25:57 +0000 2015,It feels like #shoreham coverage and alt media has now gone beyond news to 'ghoulish'...,1013187241,84,211,251,837,0,1
48,6.35532E+17,Sun Aug 23 19:21:55 +0000 2015,"@ThomasEvansUKIP it's The Mail, it's entirely their MO. Mail Online is barely 'news' 😕",1013187241,84,211,251,837,0,1
49,6.35528E+17,Sun Aug 23 19:03:08 +0000 2015,@OffensiveBanter it's so awful 😟,1013187241,84,211,251,837,0,1
50,6.35527E+17,Sun Aug 23 18:59:52 +0000 2015,The awfulness of it continues. Heartbreaking 😟 https://t.co/wdZELWA3ah,1013187241,84,211,251,837,0,1
51,6.35489E+17,Sun Aug 23 16:30:38 +0000 2015,Lazy afternoon snooze with my kitty cat... #lazysunday,1013187241,84,211,251,837,0,1
52,6.35481E+17,Sun Aug 23 15:56:22 +0000 2015,The pain and heartbreak of tragedy is such a confusing emotion. I feel such sadness for my south coast friends #shoreham,1013187241,84,211,251,837,1,1
53,6.35466E+17,Sun Aug 23 14:59:01 +0000 2015,Pouring with rain in #cambridge. That sun didn't last long... 😕,1013187241,84,211,251,837,1,1
54,6.35458E+17,Sun Aug 23 14:24:49 +0000 2015,RT @brightonargus: Friends of @WorthingUtdFC footballers pay tribute to to their teammates - http://t.co/dtJkxu7O3J http://t.co/hDrCAJ10c9,1013187241,84,211,251,837,6,1
55,6.35438E+17,Sun Aug 23 13:04:55 +0000 2015,I've done nothing for the last 40 minute. Enough. I need to stand up and do stuff #lazysunday,1013187241,84,211,251,837,0,1
56,6.35354E+17,Sun Aug 23 07:31:07 +0000 2015,RT @craftsbeautiful: Comfy this Sunday morning? Our cushion blog post will only make you more snug! http://t.co/EMSga5PBF3 http://t.co/tiyZ…,1013187241,84,211,251,837,1,1
57,6.35343E+17,Sun Aug 23 06:50:46 +0000 2015,RT @brightonargus: A27 diversion route likely to remain in place all day after Shoreham air crash - http://t.co/P7NroQNpgi http://t.co/lfLO…,1013187241,84,211,251,837,28,1
58,6.35342E+17,Sun Aug 23 06:44:58 +0000 2015,"@JackDineen1 new media highlights the hypocrisy of humans. Tragedy is global, but many choose to ignore what's not on their doorstep x",1013187241,84,211,251,837,0,1
59,6.35187E+17,Sat Aug 22 20:29:57 +0000 2015,I hope the pilot pulls through. There's been enough death today at #shoreham 😟 https://t.co/6whLQe3pk8,1013187241,84,211,251,837,1,1
60,6.35129E+17,Sat Aug 22 16:37:55 +0000 2015,@Sarah_Booker @yorkshireguy I keep seeing comments that the pilot was saved. If true I find that quite incredible,1013187241,84,211,251,837,0,1
61,6.35122E+17,Sat Aug 22 16:11:14 +0000 2015,"@Sarah_Booker @yorkshireguy urgh, awful 😢",1013187241,84,211,251,837,0,1
62,6.35122E+17,Sat Aug 22 16:09:15 +0000 2015,"@yorkshireguy @Sarah_Booker I can't shake the image of the unsuspecting people, driving along, minding their own business. Tragically sad.",1013187241,84,211,251,837,0,1
63,6.3512E+17,Sat Aug 22 16:01:22 +0000 2015,"@Sarah_Booker *this*. Dear god! Horrific image 😟 Awful, awful, awful 😢 https://t.co/gG0rUMNvmm",1013187241,84,211,251,837,0,1
64,6.35118E+17,Sat Aug 22 15:54:39 +0000 2015,RT @BBCBreaking: 7 people confirmed dead after plane crashed into several vehicles on A27 during #Shoreham Airshow http://t.co/iSmQGJY1eB,1013187241,84,211,251,837,1213,1
65,6.35116E+17,Sat Aug 22 15:45:53 +0000 2015,@Sarah_Booker BBC reporting 7 fatalities so far 😟 Just so awful,1013187241,84,211,251,837,0,1
66,6.35113E+17,Sat Aug 22 15:34:09 +0000 2015,Toaster shopping is needlessly confusing...,1013187241,84,211,251,837,0,1
67,6.35111E+17,Sat Aug 22 15:28:28 +0000 2015,"Finding it hard to find a 'funky' decent quality toaster at a reasonable price. All silver, boring or cheap looking... #firstworldproblems",1013187241,84,211,251,837,0,1
68,6.3511E+17,Sat Aug 22 15:21:36 +0000 2015,RT @BBCSussex: This very sad footage has been released of the #Shoreham air crash. The content is obviously distressing. http://t.co/aG2sWz…,1013187241,84,211,251,837,69,1
69,6.35097E+17,Sat Aug 22 14:32:43 +0000 2015,@Sarah_Booker I had the same thought 😟,1013187241,84,211,251,837,0,1
70,6.35096E+17,Sat Aug 22 14:27:05 +0000 2015,"What an awful, awful tragedy. Let's hope the casualties are few 😟 https://t.co/fKRqw7XRHP",1013187241,84,211,251,837,0,1
71,6.34994E+17,Sat Aug 22 07:44:03 +0000 2015,So true 💕 http://t.co/OC0WW3jUQB,1013187241,84,211,251,837,0,1
72,6.34974E+17,Sat Aug 22 06:22:55 +0000 2015,Sofa shopping! Whoop! 🎉,1013187241,84,211,251,837,0,1
73,6.34972E+17,Sat Aug 22 06:15:30 +0000 2015,My cat is always overjoyed to see me every morning. That kind of love is priceless 💕😊,1013187241,84,211,251,837,0,1
74,6.34965E+17,Sat Aug 22 05:47:32 +0000 2015,@jessgrace_ beach trip 😉,1013187241,84,211,251,837,0,1
75,6.34961E+17,Sat Aug 22 05:29:25 +0000 2015,@jessgrace_ are you going to go?,1013187241,84,211,251,837,0,1
76,6.34815E+17,Fri Aug 21 19:49:25 +0000 2015,"It's dusk, but warm. Cool 😊💕 http://t.co/iZfy86TPbG",1013187241,84,211,251,837,0,1
77,6.348E+17,Fri Aug 21 18:50:29 +0000 2015,@MrBenBrown awesome motovlogs! Your commentary is great fun. Now I want a bike... 😉,1013187241,84,211,251,837,0,1
78,6.3477E+17,Fri Aug 21 16:52:19 +0000 2015,RT @JasonLea69: #dolphins spotted heading east from #Hove keep a look out! @brightonargus,1013187241,84,211,251,837,2,1
79,6.34765E+17,Fri Aug 21 16:33:25 +0000 2015,Just finished a service centre call that didn't make me want to cry or punch something. Good work Eon 👍🏼,1013187241,84,211,251,837,0,1
80,6.34764E+17,Fri Aug 21 16:27:44 +0000 2015,RT @CambridgeNewsUK: Man taken to hospital after suffering arm wrestling injury on Mill Road http://t.co/4vIAhxYS6g,1013187241,84,211,251,837,3,1
81,6.3476E+17,Fri Aug 21 16:13:49 +0000 2015,@EONhelp you too! ☀️,1013187241,84,211,251,837,0,1
82,6.3476E+17,Fri Aug 21 16:11:32 +0000 2015,"@EONhelp hi, thx. Yes, I found it in the end and spoke with a nice, helpful young lady. All sorted. Thx.",1013187241,84,211,251,837,0,1
83,6.3476E+17,Fri Aug 21 16:10:35 +0000 2015,"@EONhelp re my last tweet, don't worry, spoke to v helpful young lady. All sorted. Thx!",1013187241,84,211,251,837,0,1
84,6.34757E+17,Fri Aug 21 16:00:24 +0000 2015,"@EONhelp hi, I'm trying to find a number to phone for a new account but can't find it. Please can you advise. Thx.",1013187241,84,211,251,837,0,1
85,6.34654E+17,Fri Aug 21 09:11:28 +0000 2015,Fragile egos and umbrage taken in a blink. I need a break.,1013187241,84,211,251,837,0,1
86,6.34643E+17,Fri Aug 21 08:28:44 +0000 2015,RT @DT_Kenilworth: Our dogs are desperate for treats!Ben and his friends would be so grateful for any donations. @DogsTrust http://t.co/QE0…,1013187241,84,211,251,837,44,1
87,6.3464E+17,Fri Aug 21 08:17:08 +0000 2015,Two weeks off. I can't f'ing wait! I need to get away from work now.,1013187241,84,211,251,837,0,1
88,6.34629E+17,Fri Aug 21 07:31:34 +0000 2015,RT @homemade: 15 things you didn't know you could do with Malteasers and they are all epic http://t.co/lmcWqeKIpp http://t.co/BDeyNVm5BD,1013187241,84,211,251,837,6,1
89,6.34629E+17,Fri Aug 21 07:30:46 +0000 2015,Feeling a strange mix of excited and sad. Such a big change looming. Very liberating in so many ways but #lifeischanging,1013187241,84,211,251,837,0,1
90,6.34628E+17,Fri Aug 21 07:28:32 +0000 2015,This is the last time I'm going to take this bus to work. Feels weird.,1013187241,84,211,251,837,0,1
91,6.34617E+17,Fri Aug 21 06:46:16 +0000 2015,... I need to care less but don't want to have a hard heart 😕,1013187241,84,211,251,837,0,1
92,6.34617E+17,Fri Aug 21 06:45:36 +0000 2015,I don't know why I allow myself to feel such disappointment in someone even after all this time...,1013187241,84,211,251,837,0,1
93,6.34598E+17,Fri Aug 21 05:27:28 +0000 2015,Last day in the office for 2 weeks. Whoop! 😊,1013187241,84,211,251,837,0,1
94,6.34409E+17,Thu Aug 20 16:56:21 +0000 2015,Horrible muggy weather #cambridge #weather,1013187241,84,211,251,837,0,1
95,6.34407E+17,Thu Aug 20 16:50:47 +0000 2015,"Not, however, going to miss living on a road where people drive like lunatics...",1013187241,84,211,251,837,0,1
96,6.34404E+17,Thu Aug 20 16:36:18 +0000 2015,Walking home... occurs to me that 'walking' home won't be possible soon. I will miss that...,1013187241,84,211,251,837,0,1
97,6.34349E+17,Thu Aug 20 12:59:29 +0000 2015,Wondering if this will turn out to be Raymond... 😕 https://t.co/8La9quYnv2,1013187241,84,211,251,837,0,1
98,6.34321E+17,Thu Aug 20 11:08:29 +0000 2015,I’ve decided that my life NEEDS a pink cuddler chair(bed) 😁💗🏡,1013187241,84,211,251,837,0,1
99,6.34305E+17,Thu Aug 20 10:03:00 +0000 2015,I love this story  https://t.co/njKcbjQSPG,1013187241,84,211,251,837,0,1
100,6.34269E+17,Thu Aug 20 07:40:55 +0000 2015,Good luck to all the kids getting their GCSE results today 🎓 #resultsday,1013187241,84,211,251,837,0,1
101,6.34259E+17,Thu Aug 20 07:02:50 +0000 2015,No people &amp; no traffic... where is everyone? #quietcambridge,1013187241,84,211,251,837,0,1
102,6.34251E+17,Thu Aug 20 06:30:59 +0000 2015,Can faffing be considered a hobby? I'm very good at that...,1013187241,84,211,251,837,0,1
103,6.34246E+17,Thu Aug 20 06:09:57 +0000 2015,"This, absolutely this 💜 http://t.co/No4nlwFU0b",1013187241,84,211,251,837,0,1
104,6.34245E+17,Thu Aug 20 06:05:41 +0000 2015,All I can think about right now is sofa shopping. Excited! lol 🏡🎉,1013187241,84,211,251,837,0,1
105,6.34231E+17,Thu Aug 20 05:10:24 +0000 2015,I suppose I should get up...,1013187241,84,211,251,837,0,1
106,6.34134E+17,Wed Aug 19 22:43:18 +0000 2015,Need to sleep but it's been an exciting day and I'm still buzzed 😁🏡,1013187241,84,211,251,837,0,1
107,6.34133E+17,Wed Aug 19 22:40:27 +0000 2015,Mini hog earlier this evening. One of two that have moved in 💕 http://t.co/29co4uhEm0,1013187241,84,211,251,837,0,1
108,6.33527E+17,Tue Aug 18 06:31:42 +0000 2015,"RT @designtaxi: The best times to post on Facebook, Instagram, Twitter http://t.co/Q96mJITd86 http://t.co/VtRkDF14tB",1013187241,84,211,251,837,24,1
109,6.33523E+17,Tue Aug 18 06:17:38 +0000 2015,"Another milestone day... insurance in place, final viewing tonight, deposit prepared, exchange imminent 👍🏼 😊",1013187241,84,211,251,837,0,1
110,6.33522E+17,Tue Aug 18 06:15:03 +0000 2015,This is so me 😁 http://t.co/l7D49IpUgk,1013187241,84,211,251,837,0,1
111,6.3352E+17,Tue Aug 18 06:04:15 +0000 2015,"I miss you, every single day. I don't think you know that. Still, it's true 💕",1013187241,84,211,251,837,0,1
112,6.33414E+17,Mon Aug 17 23:05:14 +0000 2015,There's either an eyelash or an elephant in my eye. Either way the net result is the same... #pain,1013187241,84,211,251,837,0,1
113,6.33372E+17,Mon Aug 17 20:18:54 +0000 2015,"RT @Elephantopia: ELEPHANT FACT OF THE DAY: An elephant herd is considered one of the most closely knit societies of any animal,... http://…",1013187241,84,211,251,837,79,1
114,6.33333E+17,Mon Aug 17 17:42:03 +0000 2015,"@CeliaHammond my beautiful Spopie, adopted from CHAT in 2007. Loving the ☀️ last week 💗 #blackcatappreciationday http://t.co/ccLqLmsYPr",1013187241,84,211,251,837,3,1
115,6.33311E+17,Mon Aug 17 16:16:11 +0000 2015,@Nimmykins do you still use this account?,1013187241,84,211,251,837,0,1
116,6.3331E+17,Mon Aug 17 16:12:08 +0000 2015,@Paulamanning6 @RSPCA_official what a beauty!,1013187241,84,211,251,837,0,1
117,6.33304E+17,Mon Aug 17 15:45:14 +0000 2015,Interesting reading... BBC News - Better diagnosis call for adults with ADHD http://t.co/ExEOX2R8CA,1013187241,84,211,251,837,0,1
118,6.33244E+17,Mon Aug 17 11:46:32 +0000 2015,"@RSPCA_official this is my girl, Spopie #blackcatappreciationday http://t.co/mgDEVpbQ3O",1013187241,84,211,251,837,4,1
119,6.33238E+17,Mon Aug 17 11:22:45 +0000 2015,Cementing my status as ‘that crocheting weirdo’ in the staff cafe... 😁,1013187241,84,211,251,837,0,1
120,6.33235E+17,Mon Aug 17 11:14:15 +0000 2015,Hear hear  https://t.co/qWjDXE8Eww,1013187241,84,211,251,837,0,1
121,6.33235E+17,Mon Aug 17 11:13:49 +0000 2015,Never thought I'd say this but I'm glad for the distraction of work. Something to keep me productive and organised...,1013187241,84,211,251,837,0,1
122,6.33213E+17,Mon Aug 17 09:47:09 +0000 2015,It feels autumnal out all of a sudden... 🍂🍁,1013187241,84,211,251,837,0,1
123,6.33182E+17,Mon Aug 17 07:42:09 +0000 2015,Made Jess a cake... 🎂 http://t.co/0DIPzH62iM,1013187241,84,211,251,837,0,1
124,6.3317E+17,Mon Aug 17 06:56:01 +0000 2015,RT @CambridgeNewsUK: Community rallies behind former soldier who was seen begging at the Beehive Centre http://t.co/n4D4rY347m http://t.co/…,1013187241,84,211,251,837,4,1
125,6.3317E+17,Mon Aug 17 06:55:29 +0000 2015,RT @abigail_titmuss: 5yrs ago a puppy was abandoned in Ireland. @DogsTrust took him to London. I adopted him. Today he swims in California …,1013187241,84,211,251,837,47,1
126,6.33169E+17,Mon Aug 17 06:52:00 +0000 2015,I miss you every single day. Some days it feels like being gut-punched.,1013187241,84,211,251,837,0,1
127,6.32926E+17,Sun Aug 16 14:45:39 +0000 2015,House smells of cake... 😍🎂,1013187241,84,211,251,837,0,1
128,6.3287E+17,Sun Aug 16 11:02:55 +0000 2015,Cotton granny square: pink and grey #crochet #grannysquare http://t.co/ZQzUv3mbEX,1013187241,84,211,251,837,0,1
129,6.32844E+17,Sun Aug 16 09:17:11 +0000 2015,"I've had my little car a year today. Happy Birthday little car, still going strong 🎉🚘",1013187241,84,211,251,837,0,1
130,6.32646E+17,Sat Aug 15 20:14:08 +0000 2015,A bad week calls for #comfortfood http://t.co/pamCWA4299,1013187241,84,211,251,837,0,1
131,6.32552E+17,Sat Aug 15 13:59:09 +0000 2015,I ❤️ Ely 😊💕 #ely #cambridgeshire https://t.co/SryXXpkJlQ,1013187241,84,211,251,837,0,1
132,6.32487E+17,Sat Aug 15 09:39:56 +0000 2015,Gorgeous day for a drive to Ely @ Ely Catherdral https://t.co/J9sd3rju7k,1013187241,84,211,251,837,0,1
133,6.32265E+17,Fri Aug 14 18:57:31 +0000 2015,@jessgrace_ I thought you said I could have him? 😉,1013187241,84,211,251,837,0,1
134,6.31811E+17,Thu Aug 13 12:54:50 +0000 2015,@Sarah_Booker it looks awful down there. I hope you're okay xx https://t.co/E5oaLT18Yx,1013187241,84,211,251,837,0,1
135,6.31811E+17,Thu Aug 13 12:52:45 +0000 2015,RT @brightonargus: In pictures: Severe weather hits Sussex - http://t.co/QGXilqMxMi http://t.co/wJCxwF2vr2,1013187241,84,211,251,837,10,1
136,6.3159E+17,Wed Aug 12 22:14:22 +0000 2015,Block 12: another traditional #granny-square #crochet #crochetblanket #afghan http://t.co/DfaZPxheqH,1013187241,84,211,251,837,0,1
137,6.31569E+17,Wed Aug 12 20:53:31 +0000 2015,Hog time! 💕 #hedgehog http://t.co/txlXnmZwgB,1013187241,84,211,251,837,0,1
138,6.31539E+17,Wed Aug 12 18:55:01 +0000 2015,This http://t.co/9ckfTcg4to,1013187241,84,211,251,837,0,1
139,6.31535E+17,Wed Aug 12 18:38:25 +0000 2015,"This I know: don't crochet when tipsy, angry or sad. Too many extremes and crochet don't mix for me...",1013187241,84,211,251,837,0,1
140,6.31534E+17,Wed Aug 12 18:33:20 +0000 2015,"Feeling emotionally drained. Time for an easy, stress free evening. Crochet and the Penguins of Madagascar 🐧",1013187241,84,211,251,837,0,1
141,6.31531E+17,Wed Aug 12 18:21:46 +0000 2015,RT @richardbranson: Read this wonderful blog about elephant conservation in Zimbabwe: http://t.co/MByWtcAElX #WorldElephantDay http://t.co/…,1013187241,84,211,251,837,469,1
142,6.31531E+17,Wed Aug 12 18:21:46 +0000 2015,RT @richardbranson: Read this wonderful blog about elephant conservation in Zimbabwe: http://t.co/MByWtcAElX #WorldElephantDay http://t.co/…,1013187241,84,211,251,837,469,1
143,6.31531E+17,Wed Aug 12 18:21:42 +0000 2015,"RT @AstronautAbby: #AstroLuca2013 RT @astro_luca: Arriving in #Queensland, we’re welcomed by a riveting, colorful nature #Australia http://…",1013187241,84,211,251,837,62,1
144,6.31519E+17,Wed Aug 12 17:32:43 +0000 2015,RT @BBCCambs: Aboard the aquatic combines 'harvesting' weeds in Cambs waterways http://t.co/oROpiSiWk2 - @dottymcl 07:50 http://t.co/9V5Afb…,1013187241,84,211,251,837,9,1
145,6.31238E+17,Tue Aug 11 22:55:49 +0000 2015,"This, yep http://t.co/J8chAUgPTy",1013187241,84,211,251,837,0,1
146,6.31234E+17,Tue Aug 11 22:42:09 +0000 2015,"Big hoggle, out for his supper tonight. He's a magical little beastie 💗 http://t.co/z8ECvjJG46",1013187241,84,211,251,837,0,1
147,6.31201E+17,Tue Aug 11 20:28:43 +0000 2015,RT @RSPCA_official: Marley &amp; Zena on #DogRescuers looking fab after rescue from owner who let them to almost starve. Owning a dog is a priv…,1013187241,84,211,251,837,18,1
148,6.312E+17,Tue Aug 11 20:26:07 +0000 2015,RT @Protect_Wldlife: Indeed! http://t.co/wK9r6khTaj,1013187241,84,211,251,837,842,1
149,6.31188E+17,Tue Aug 11 19:39:20 +0000 2015,Such a magical sky tonight. It changes in seconds #nofilter http://t.co/7Ms2AwwgQY,1013187241,84,211,251,837,0,1
150,6.31186E+17,Tue Aug 11 19:29:46 +0000 2015,Beautiful sky tonight #nofilter http://t.co/C3DI8rp0bq,1013187241,84,211,251,837,0,1
151,6.31181E+17,Tue Aug 11 19:12:25 +0000 2015,A rare Tuesday treat for dinner #comfortfood https://t.co/9LEtZ3J7NN,1013187241,84,211,251,837,0,1
152,6.31162E+17,Tue Aug 11 17:54:16 +0000 2015,Bought today. Can't decide if this is super organised or waaay too early... http://t.co/q73bhZqJLn,1013187241,84,211,251,837,0,1
153,6.3116E+17,Tue Aug 11 17:49:06 +0000 2015,"@lilypebbles sorry to hear this Lily. Pets are family, and it's heartbreaking when they die. Dixie had a lovely life with you x",1013187241,84,211,251,837,0,1
154,6.31127E+17,Tue Aug 11 15:37:01 +0000 2015,Must remember this... http://t.co/Pq9N006MBF,1013187241,84,211,251,837,0,1
155,6.30639E+17,Mon Aug 10 07:15:29 +0000 2015,Gorilla Has Amazing Reaction When Reunited With Man That Took Care Of Him For 5 Years http://t.co/wul3hxTvGR,1013187241,84,211,251,837,0,1
156,6.30513E+17,Sun Aug 09 22:55:30 +0000 2015,RT @designtaxi: Test your eyes by playing this fast-paced color-matching game http://t.co/hFramEin83 http://t.co/qDUPDbDRNq,1013187241,84,211,251,837,23,1
157,6.30513E+17,Sun Aug 09 22:55:22 +0000 2015,"I scored 447 points at KOLOR, a game where you have to guess colors to score high!",1013187241,84,211,251,837,0,1
158,6.30512E+17,Sun Aug 09 22:51:40 +0000 2015,"Awake. Mind racing. Need to sleep, dammit! 😟 #insomnia",1013187241,84,211,251,837,0,1
